[5, 7, -1, 0, 11, 18, 8, 3, 9, 2]
[5, -1, 7, 0, 11, 18, 8, 3, 9, 2]
[5, -1, 0, 7, 11, 18, 8, 3, 9, 2]
[5, -1, 0, 7, 11, 18, 8, 3, 9, 2]
[5, -1, 0, 7, 11, 18, 8, 3, 9, 2]
[5, -1, 0, 7, 11, 8, 18, 3, 9, 2]
[5, -1, 0, 7, 11, 8, 3, 18, 9, 2]
[5, -1, 0, 7, 11, 8, 3, 9, 18, 2]
[5, -1, 0, 7, 11, 8, 3, 9, 2, 18]
[-1, 5, 0, 7, 11, 8, 3, 9, 2, 18]
[-1, 0, 5, 7, 11, 8, 3, 9, 2, 18]
[-1, 0, 5, 7, 11, 8, 3, 9, 2, 18]
[-1, 0, 5, 7, 11, 8, 3, 9, 2, 18]
[-1, 0, 5, 7, 8, 11, 3, 9, 2, 18]
[-1, 0, 5, 7, 8, 3, 11, 9, 2, 18]
[-1, 0, 5, 7, 8, 3, 9, 11, 2, 18]
[-1, 0, 5, 7, 8, 3, 9, 2, 11, 18]
[-1, 0, 5, 7, 8, 3, 9, 2, 11, 18]
[-1, 0, 5, 7, 8, 3, 9, 2, 11, 18]
[-1, 0, 5, 7, 8, 3, 9, 2, 11, 18]
[-1, 0, 5, 7, 8, 3, 9, 2, 11, 18]
[-1, 0, 5, 7, 8, 3, 9, 2, 11, 18]
[-1, 0, 5, 7, 3, 8, 9, 2, 11, 18]
[-1, 0, 5, 7, 3, 8, 9, 2, 11, 18]
[-1, 0, 5, 7, 3, 8, 2, 9, 11, 18]
[-1, 0, 5, 7, 3, 8, 2, 9, 11, 18]
[-1, 0, 5, 7, 3, 8, 2, 9, 11, 18]
[-1, 0, 5, 7, 3, 8, 2, 9, 11, 18]
[-1, 0, 5, 7, 3, 8, 2, 9, 11, 18]
[-1, 0, 5, 7, 3, 8, 2, 9, 11, 18]
[-1, 0, 5, 3, 7, 8, 2, 9, 11, 18]
[-1, 0, 5, 3, 7, 8, 2, 9, 11, 18]
[-1, 0, 5, 3, 7, 2, 8, 9, 11, 18]
